Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Communication skills,Logical quotient rating,hackathons,Extra-courses did,certifications,workshops,interestedsubjects,interestedcareerarea ,Job/Higher Studies?,interested in games,Management or Technical,Introvert,JobRole
69,62,62,67,83,64,5,1,no,shell programming,database security,programming,security,job,no,Management,no,Testing
88,89,81,87,77,73,9,5,yes,hadoop,testing,parallel computing,developer,job,no,Technical,no,Testing
68,78,77,79,84,84,3,2,no,r programming,cloud computing,Computer Architecture,system developer,job,yes,Technical,no,Testing
66,91,61,73,92,64,8,2,yes,shell programming,cloud computing,data engineering,developer,job,yes,Management,yes,Testing
89,89,78,88,67,73,7,4,yes,full stack,database security,Software Engineering,developer,job,no,Technical,no,Testing
89,75,72,86,69,77,4,2,yes,hadoop,testing,Management,security,job,no,Management,yes,Testing
80,69,62,90,71,89,5,5,no,hadoop,system designing,networks,security,higherstudies,yes,Technical,no,Testing
94,77,66,93,77,94,3,5,no,hadoop,system designing,Computer Architecture,system developer,higherstudies,yes,Management,no,Testing
71,66,93,68,64,74,7,2,yes,r programming,database security,networks,system developer,higherstudies,no,Management,no,Testing
67,81,89,78,94,70,9,6,yes,app development,data science,hacking,developer,higherstudies,yes,Technical,yes,Testing
62,72,70,63,82,88,7,5,yes,distro making,data science,networks,system developer,higherstudies,no,Management,no,Testing
76,84,89,65,75,88,5,1,no,app development,system designing,IOT,security,job,yes,Management,yes,Testing
85,64,81,72,87,70,6,4,yes,full stack,web technologies,networks,testing,higherstudies,yes,Technical,no,Testing
61,78,76,91,80,76,2,1,yes,distro making,database security,Computer Architecture,Business process analyst,job,no,Management,yes,Testing
63,82,71,61,61,76,2,1,yes,shell programming,data science,networks,developer,job,no,Management,no,Testing
84,84,73,93,62,88,7,1,no,machine learning,cloud computing,parallel computing,system developer,higherstudies,yes,Management,no,Testing
71,77,78,60,87,69,4,2,no,machine learning,web technologies,cloud computing,cloud computing,higherstudies,no,Technical,yes,Testing
76,83,67,69,86,71,8,2,no,distro making,game development,cloud computing,cloud computing,job,no,Management,no,Testing
73,77,92,62,66,74,1,0,no,r programming,database security,cloud computing,Business process analyst,higherstudies,yes,Management,no,Testing
65,87,78,93,75,67,7,5,no,machine learning,system designing,Management,security,job,no,Technical,no,Testing
62,85,88,72,71,94,5,3,yes,machine learning,web technologies,cloud computing,testing,job,yes,Technical,no,Testing
77,79,83,91,85,82,9,4,yes,hadoop,web technologies,programming,security,higherstudies,no,Technical,no,Testing
60,75,82,68,87,82,4,4,no,shell programming,hacking,IOT,system developer,job,yes,Management,yes,Testing
85,76,91,79,63,60,1,4,yes,r programming,testing,Management,system developer,job,yes,Management,no,Testing
60,77,72,92,77,88,7,1,no,information security,data science,cloud computing,cloud computing,job,yes,Technical,yes,Testing
81,66,62,87,85,74,7,2,no,hadoop,hacking,programming,developer,job,yes,Technical,yes,Testing
89,92,68,76,75,83,7,0,no,machine learning,web technologies,Management,developer,higherstudies,yes,Technical,no,Testing
88,79,88,86,79,77,7,1,yes,full stack,testing,parallel computing,developer,higherstudies,no,Management,yes,Testing
71,70,83,64,93,65,7,2,yes,r programming,testing,hacking,testing,higherstudies,yes,Technical,yes,Testing
89,75,73,81,72,92,9,2,yes,information security,system designing,cloud computing,Business process analyst,higherstudies,yes,Management,yes,Testing
72,65,93,91,64,93,9,6,no,python,cloud computing,networks,security,job,yes,Technical,yes,Testing
81,65,68,76,68,80,1,0,yes,hadoop,web technologies,networks,developer,job,yes,Management,no,Testing
82,66,68,70,94,83,5,0,no,hadoop,database security,Software Engineering,cloud computing,job,no,Management,yes,Testing
82,70,94,60,60,60,3,4,yes,hadoop,web technologies,networks,system developer,job,no,Technical,yes,Testing
60,68,87,92,91,77,6,1,yes,information security,game development,Software Engineering,cloud computing,higherstudies,yes,Technical,no,Testing
67,89,84,87,65,61,4,5,no,full stack,web technologies,hacking,developer,higherstudies,yes,Technical,no,Testing
74,91,66,67,84,91,3,5,yes,machine learning,cloud computing,parallel computing,security,higherstudies,yes,Technical,no,Testing
68,87,91,88,66,61,1,4,no,full stack,cloud computing,IOT,testing,job,no,Management,no,Testing
94,71,63,74,61,68,7,6,yes,information security,system designing,networks,testing,higherstudies,no,Technical,no,Web Developer
60,92,94,90,62,60,7,5,yes,app development,hacking,IOT,developer,job,yes,Technical,yes,Web Developer
83,68,70,90,85,85,3,1,no,app development,testing,networks,Business process analyst,higherstudies,yes,Management,yes,Web Developer
79,73,77,91,84,84,7,1,no,python,database security,hacking,cloud computing,job,no,Management,yes,Web Developer
76,93,65,63,86,78,4,5,yes,hadoop,web technologies,IOT,security,higherstudies,yes,Management,yes,Web Developer
89,92,74,87,67,70,4,0,no,shell programming,testing,cloud computing,system developer,higherstudies,no,Management,no,Web Developer
83,68,60,88,81,76,5,2,no,information security,database security,hacking,system developer,job,no,Technical,yes,Web Developer
91,78,84,65,69,85,7,3,no,app development,web technologies,data engineering,Business process analyst,higherstudies,no,Management,no,Web Developer
62,88,76,82,90,89,8,1,no,information security,data science,cloud computing,Business process analyst,higherstudies,yes,Management,yes,Web Developer
91,69,88,78,77,69,4,5,yes,machine learning,data science,IOT,testing,higherstudies,no,Management,no,Web Developer
93,60,82,77,79,84,4,1,yes,information security,hacking,data engineering,security,job,no,Technical,no,Web Developer
90,60,87,65,75,71,6,2,yes,app development,hacking,Computer Architecture,cloud computing,job,yes,Technical,yes,Web Developer
62,67,65,61,64,79,8,3,no,full stack,testing,data engineering,Business process analyst,job,no,Technical,no,Web Developer
77,81,85,60,73,77,9,6,no,distro making,hacking,Computer Architecture,system developer,job,no,Management,yes,Web Developer
73,61,68,60,77,66,7,4,no,python,system designing,data engineering,security,higherstudies,no,Management,yes,Web Developer
61,83,64,86,73,84,2,5,yes,r programming,database security,parallel computing,cloud computing,job,no,Management,no,Web Developer
72,74,92,80,86,64,6,2,no,information security,testing,Computer Architecture,Business process analyst,job,no,Technical,no,Web Developer
75,65,80,80,70,64,8,3,no,information security,hacking,IOT,Business process analyst,higherstudies,no,Management,no,Web Developer
78,63,63,63,94,63,4,4,yes,machine learning,hacking,Software Engineering,system developer,higherstudies,no,Technical,no,Web Developer
73,74,68,87,93,90,5,1,no,machine learning,hacking,Software Engineering,security,job,yes,Technical,yes,Web Developer
60,93,75,81,65,64,6,5,no,machine learning,cloud computing,Software Engineering,system developer,job,no,Technical,yes,Web Developer
81,64,90,85,75,80,7,6,no,distro making,data science,IOT,Business process analyst,job,yes,Technical,yes,Web Developer
79,68,75,64,61,62,8,5,no,hadoop,testing,data engineering,Business process analyst,job,yes,Technical,yes,Web Developer
74,69,69,78,80,69,6,6,no,full stack,hacking,Computer Architecture,Business process analyst,job,yes,Management,no,Web Developer
93,91,92,88,68,71,2,6,no,shell programming,data science,programming,cloud computing,job,yes,Technical,no,Web Developer
79,77,71,87,73,94,2,4,no,app development,web technologies,hacking,system developer,higherstudies,no,Technical,yes,Web Developer
78,65,65,65,61,78,9,0,yes,shell programming,testing,Software Engineering,cloud computing,job,yes,Technical,yes,Web Developer
64,88,63,70,72,60,8,6,no,hadoop,testing,Software Engineering,security,job,yes,Technical,yes,Web Developer
70,92,76,71,90,94,6,0,no,full stack,cloud computing,parallel computing,Business process analyst,higherstudies,yes,Technical,no,Web Developer
79,94,63,87,61,85,5,0,no,full stack,system designing,Management,developer,higherstudies,no,Technical,yes,Web Developer
91,89,73,71,62,81,6,2,yes,information security,data science,IOT,testing,higherstudies,yes,Management,yes,Web Developer
63,72,85,63,71,90,4,5,yes,machine learning,system designing,IOT,cloud computing,higherstudies,yes,Management,yes,Web Developer
84,71,82,91,79,77,6,3,no,information security,database security,programming,testing,job,yes,Management,no,Web Developer
68,60,89,67,72,77,3,3,yes,information security,data science,networks,testing,higherstudies,yes,Technical,no,Web Developer
82,61,77,68,81,66,5,1,yes,r programming,data science,data engineering,cloud computing,job,no,Management,no,Web Developer
75,94,62,72,73,73,3,0,yes,app development,cloud computing,parallel computing,Business process analyst,higherstudies,no,Management,yes,Web Developer
60,85,73,72,79,75,1,4,yes,information security,web technologies,programming,cloud computing,job,no,Management,yes,Web Developer
79,82,78,90,68,79,4,6,no,r programming,data science,Software Engineering,cloud computing,job,yes,Management,yes,Web Developer
77,71,90,92,91,79,2,0,yes,full stack,testing,cloud computing,security,higherstudies,no,Technical,yes,Web Developer
93,62,65,90,89,60,3,2,no,full stack,hacking,cloud computing,system developer,job,yes,Management,no,Web Developer
81,69,60,74,70,86,8,1,yes,full stack,testing,Computer Architecture,Business process analyst,higherstudies,no,Management,yes,Web Developer
82,77,80,79,93,86,6,0,yes,python,game development,hacking,system developer,job,no,Technical,no,Web Developer
77,74,67,69,89,79,8,5,yes,distro making,database security,IOT,cloud computing,job,no,Technical,yes,Web Developer
64,85,93,90,84,75,9,0,no,full stack,cloud computing,Management,system developer,job,no,Technical,yes,Web Developer
79,60,78,78,82,92,5,2,no,shell programming,hacking,networks,testing,higherstudies,yes,Management,yes,Web Developer
92,86,87,85,71,88,7,0,no,r programming,web technologies,Software Engineering,developer,job,yes,Management,no,Web Developer
71,88,69,72,91,60,5,1,yes,r programming,data science,cloud computing,developer,job,no,Technical,no,Web Developer
78,73,61,92,64,73,2,1,yes,distro making,data science,hacking,developer,higherstudies,yes,Technical,no,Web Developer
79,69,68,70,71,70,4,1,yes,full stack,system designing,programming,security,higherstudies,yes,Technical,yes,Web Developer
74,85,62,94,64,66,1,4,yes,app development,system designing,programming,system developer,higherstudies,yes,Management,no,Web Developer
77,77,63,81,66,70,4,2,no,app development,web technologies,hacking,testing,higherstudies,no,Technical,yes,Web Developer
62,88,64,85,85,90,8,4,yes,r programming,game development,hacking,system developer,job,yes,Management,no,Web Developer
71,93,62,81,81,78,7,6,yes,r programming,system designing,programming,system developer,job,yes,Technical,yes,Web Developer
83,66,72,63,93,88,7,3,yes,full stack,game development,programming,system developer,higherstudies,yes,Management,yes,Web Developer
81,61,64,79,83,62,4,6,yes,r programming,cloud computing,Software Engineering,system developer,job,no,Management,yes,Web Developer
94,75,63,75,83,63,1,0,no,python,system designing,Management,Business process analyst,higherstudies,no,Management,yes,Web Developer
80,70,76,93,79,83,3,0,no,hadoop,cloud computing,parallel computing,testing,job,yes,Technical,no,Web Developer
86,94,91,92,86,89,8,1,no,full stack,game development,networks,system developer,job,no,Management,no,Web Developer
81,90,86,77,90,69,2,1,no,distro making,game development,data engineering,Business process analyst,higherstudies,no,Management,no,Web Developer
70,62,69,61,90,63,8,3,no,shell programming,hacking,data engineering,cloud computing,job,no,Management,no,Web Developer
92,89,87,78,70,60,6,0,no,machine learning,game development,parallel computing,developer,higherstudies,no,Technical,no,Web Developer
92,82,66,94,74,75,3,1,no,app development,database security,programming,testing,higherstudies,yes,Management,no,Web Developer
80,64,65,64,88,88,1,1,yes,information security,web technologies,data engineering,system developer,job,no,Management,yes,Web Developer
71,80,93,93,73,60,8,5,yes,hadoop,data science,data engineering,cloud computing,job,no,Technical,yes,Web Developer
63,75,82,84,80,81,5,4,yes,hadoop,database security,Management,cloud computing,job,yes,Management,no,Web Developer
77,64,78,73,77,92,6,1,no,distro making,database security,hacking,cloud computing,job,no,Technical,yes,Web Developer
78,80,70,89,63,68,1,3,yes,shell programming,cloud computing,Software Engineering,testing,job,no,Management,yes,Web Developer
70,68,93,90,70,81,1,2,yes,shell programming,testing,data engineering,security,job,yes,Technical,no,Web Developer
71,69,74,62,80,93,2,0,yes,python,database security,Computer Architecture,Business process analyst,job,no,Management,no,Web Developer
72,69,70,86,64,91,3,5,yes,r programming,hacking,networks,system developer,higherstudies,no,Technical,yes,Web Developer
89,85,83,90,68,77,3,3,yes,python,database security,Software Engineering,security,higherstudies,yes,Management,no,Web Developer
81,70,81,93,91,77,9,6,yes,information security,hacking,hacking,security,higherstudies,no,Management,no,Web Developer
76,89,75,91,80,87,6,5,yes,full stack,data science,hacking,developer,job,yes,Management,no,Web Developer
86,76,93,80,76,91,5,5,yes,shell programming,testing,Computer Architecture,cloud computing,higherstudies,yes,Technical,yes,Web Developer
65,74,79,65,75,63,6,4,yes,distro making,cloud computing,programming,testing,job,yes,Management,yes,Web Developer
75,80,92,89,90,61,4,2,no,distro making,game development,hacking,system developer,job,no,Management,yes,Web Developer
93,94,86,78,65,71,3,4,no,full stack,system designing,cloud computing,developer,job,yes,Technical,yes,Web Developer
86,62,75,60,76,85,3,1,yes,distro making,data science,Software Engineering,system developer,job,no,Technical,no,Web Developer
73,89,61,82,84,88,4,1,yes,distro making,system designing,Management,testing,job,no,Management,no,Web Developer
84,86,60,70,62,89,9,2,yes,python,cloud computing,IOT,Business process analyst,higherstudies,no,Technical,yes,Web Developer
76,61,93,64,91,71,8,5,yes,distro making,data science,cloud computing,security,higherstudies,no,Management,no,Web Developer
81,77,87,76,94,60,8,3,yes,distro making,system designing,parallel computing,developer,job,yes,Management,no,Web Developer
90,94,61,91,65,83,8,6,yes,python,testing,Software Engineering,testing,job,no,Technical,yes,Web Developer
91,82,92,94,64,79,2,5,yes,hadoop,hacking,hacking,security,higherstudies,no,Technical,no,Web Developer
74,94,92,61,63,65,9,0,yes,hadoop,database security,parallel computing,Business process analyst,higherstudies,yes,Technical,no,Web Developer
66,66,83,79,70,77,3,2,no,full stack,web technologies,parallel computing,cloud computing,job,yes,Technical,yes,Web Developer
68,71,82,71,77,64,1,6,no,app development,testing,Computer Architecture,testing,job,no,Technical,yes,Web Developer
60,62,75,88,62,92,7,4,no,information security,database security,Management,developer,job,no,Management,yes,Web Developer
90,71,74,67,69,92,5,5,yes,shell programming,data science,programming,testing,job,no,Technical,yes,Web Developer
78,62,83,70,80,90,4,3,yes,machine learning,database security,networks,developer,job,yes,Technical,yes,Web Developer
71,91,71,85,88,66,7,3,no,app development,game development,Software Engineering,developer,job,yes,Management,no,Web Developer
73,74,77,84,88,61,4,5,no,r programming,testing,parallel computing,system developer,higherstudies,no,Technical,no,Web Developer
68,93,91,92,81,62,8,5,yes,app development,testing,Software Engineering,testing,job,yes,Management,yes,Web Developer
60,68,80,65,78,64,8,0,yes,information security,web technologies,parallel computing,testing,higherstudies,no,Technical,no,Web Developer
88,79,68,65,92,72,4,4,yes,distro making,system designing,data engineering,testing,job,no,Management,no,Web Developer
72,92,88,85,76,90,9,2,no,hadoop,hacking,programming,security,higherstudies,no,Technical,no,Web Developer
61,68,79,74,88,85,6,5,no,r programming,game development,hacking,security,higherstudies,no,Management,yes,Web Developer
82,72,93,63,66,69,7,3,no,r programming,hacking,Management,Business process analyst,higherstudies,no,Management,no,Web Developer
68,82,60,61,92,69,3,6,no,python,system designing,hacking,security,higherstudies,no,Technical,yes,Web Developer
84,82,79,87,69,62,9,0,no,full stack,hacking,programming,system developer,job,yes,Technical,no,Web Developer
78,74,79,82,69,82,1,0,no,machine learning,hacking,Software Engineering,developer,job,yes,Technical,yes,Web Developer
87,69,80,62,71,70,5,0,no,information security,data science,IOT,system developer,higherstudies,yes,Management,no,Web Developer
84,67,74,91,80,77,3,6,yes,information security,data science,IOT,developer,job,no,Management,yes,Web Developer
81,71,89,70,67,62,9,3,yes,full stack,system designing,cloud computing,developer,job,no,Management,no,Web Developer
72,61,94,73,90,69,7,3,no,machine learning,game development,Software Engineering,Business process analyst,job,yes,Management,no,Web Developer
82,65,62,73,66,66,3,1,yes,app development,testing,data engineering,Business process analyst,higherstudies,no,Technical,yes,Web Developer
64,70,93,93,76,89,6,2,yes,app development,system designing,parallel computing,testing,job,no,Management,yes,Web Developer
78,68,81,81,74,93,3,0,no,information security,data science,parallel computing,system developer,job,yes,Technical,yes,Web Developer
72,72,65,73,79,68,4,2,no,machine learning,web technologies,Management,security,job,yes,Technical,yes,Web Developer
86,89,86,80,84,73,5,1,yes,distro making,system designing,networks,Business process analyst,higherstudies,yes,Management,yes,Web Developer
79,79,92,76,83,91,8,0,yes,shell programming,cloud computing,Management,security,job,no,Management,no,Web Developer
87,86,88,94,80,66,3,0,yes,hadoop,system designing,Management,testing,higherstudies,no,Technical,yes,Web Developer
90,62,65,81,81,63,2,1,no,shell programming,data science,networks,testing,higherstudies,yes,Technical,no,Web Developer
84,67,92,79,79,70,1,3,yes,machine learning,hacking,networks,developer,job,no,Management,yes,Web Developer
70,94,70,64,70,78,1,0,yes,full stack,web technologies,Computer Architecture,cloud computing,job,yes,Technical,no,Web Developer
81,62,82,64,92,87,3,2,no,full stack,hacking,parallel computing,developer,higherstudies,yes,Management,no,Web Developer
81,60,89,94,84,69,2,0,yes,information security,cloud computing,Software Engineering,security,job,no,Management,no,Web Developer
82,77,68,65,91,94,8,6,yes,machine learning,web technologies,cloud computing,system developer,higherstudies,no,Management,no,Web Developer
81,93,81,71,91,73,1,0,no,distro making,cloud computing,Computer Architecture,system developer,job,no,Technical,yes,Web Developer
77,69,84,75,65,87,3,2,no,hadoop,database security,parallel computing,developer,job,yes,Management,yes,Web Developer
77,94,84,65,84,84,7,5,yes,python,web technologies,programming,developer,higherstudies,yes,Technical,yes,Web Developer
62,63,78,77,94,82,8,0,no,python,testing,programming,developer,higherstudies,no,Technical,no,Web Developer
72,61,79,83,82,88,7,3,yes,hadoop,game development,networks,cloud computing,higherstudies,yes,Management,yes,Web Developer
85,88,76,79,92,82,9,6,yes,full stack,testing,hacking,system developer,job,no,Technical,yes,Web Developer
74,90,72,74,77,68,1,6,yes,hadoop,hacking,IOT,testing,higherstudies,yes,Management,yes,Web Developer
87,84,90,90,77,80,1,1,no,machine learning,data science,networks,developer,higherstudies,no,Management,no,Web Developer
91,73,75,83,86,67,2,0,yes,app development,data science,parallel computing,cloud computing,higherstudies,yes,Management,no,Web Developer
93,90,91,67,60,68,7,2,no,shell programming,database security,Management,testing,higherstudies,no,Management,no,Web Developer
69,92,70,78,94,76,7,1,no,full stack,testing,hacking,testing,higherstudies,no,Technical,yes,Web Developer
69,73,71,90,89,67,9,3,no,information security,web technologies,hacking,developer,job,no,Management,yes,Web Developer
87,91,88,92,63,77,4,3,no,shell programming,database security,programming,security,higherstudies,no,Technical,yes,Web Developer
61,88,89,91,60,74,6,5,yes,r programming,web technologies,cloud computing,cloud computing,higherstudies,no,Management,no,Web Developer
78,88,73,86,73,91,4,2,yes,information security,hacking,parallel computing,cloud computing,higherstudies,no,Technical,yes,Web Developer
73,86,82,62,90,88,4,1,yes,information security,system designing,programming,security,job,no,Technical,yes,Web Developer
79,67,79,75,92,74,2,1,no,information security,system designing,Software Engineering,developer,higherstudies,no,Management,yes,Web Developer
70,89,67,64,61,70,1,0,yes,r programming,web technologies,cloud computing,testing,higherstudies,no,Management,no,Web Developer
72,67,74,92,64,92,1,3,no,distro making,game development,Software Engineering,security,job,no,Management,no,Web Developer
65,62,84,90,88,80,6,2,no,shell programming,cloud computing,hacking,cloud computing,job,yes,Technical,no,Web Developer
63,61,82,68,76,87,6,4,yes,machine learning,hacking,networks,cloud computing,job,no,Management,no,Web Developer
88,72,92,93,71,92,6,4,yes,hadoop,game development,parallel computing,system developer,higherstudies,yes,Technical,no,Web Developer
76,85,73,61,71,63,4,0,yes,distro making,database security,Management,system developer,higherstudies,yes,Management,yes,Web Developer
79,83,85,79,74,92,4,5,yes,shell programming,testing,data engineering,security,higherstudies,no,Technical,no,Web Developer
68,64,82,82,79,91,9,0,yes,r programming,game development,cloud computing,testing,higherstudies,yes,Management,no,Web Developer
80,63,88,82,81,70,1,2,no,r programming,database security,Management,developer,higherstudies,yes,Technical,no,Web Developer
79,85,85,83,68,82,9,1,yes,app development,data science,cloud computing,system developer,higherstudies,yes,Management,no,Web Developer
76,69,84,66,82,93,8,1,no,information security,data science,Computer Architecture,developer,higherstudies,yes,Management,yes,Web Developer
83,90,72,88,89,80,1,6,yes,app development,data science,Management,testing,higherstudies,no,Management,no,Web Developer
74,63,83,85,61,86,3,5,no,machine learning,hacking,networks,cloud computing,higherstudies,yes,Technical,yes,Web Developer
84,62,89,60,74,68,2,5,no,machine learning,hacking,Computer Architecture,Business process analyst,job,yes,Management,no,Web Developer
73,84,84,69,74,83,2,6,no,shell programming,data science,parallel computing,developer,job,no,Management,yes,Web Developer
74,68,72,92,80,76,1,1,yes,distro making,game development,Management,security,higherstudies,no,Technical,yes,Web Developer
70,65,92,74,61,65,3,6,no,hadoop,cloud computing,networks,Business process analyst,job,yes,Technical,no,Web Developer
68,69,90,90,83,61,4,0,yes,r programming,testing,hacking,Business process analyst,higherstudies,yes,Technical,no,Web Developer
82,60,62,90,83,88,3,4,no,r programming,testing,parallel computing,system developer,job,yes,Technical,yes,Web Developer
90,69,86,81,85,72,5,2,no,python,hacking,Management,Business process analyst,higherstudies,yes,Technical,yes,Web Developer
82,68,86,68,78,92,9,6,no,python,testing,Management,Business process analyst,job,yes,Management,yes,Web Developer
90,63,77,86,92,65,4,5,yes,machine learning,hacking,IOT,cloud computing,higherstudies,yes,Technical,yes,Web Developer
87,65,88,82,64,83,8,0,no,machine learning,testing,parallel computing,cloud computing,job,yes,Management,no,Web Developer
60,74,89,83,92,88,7,1,yes,machine learning,data science,Computer Architecture,Business process analyst,job,no,Technical,no,Web Developer
63,67,90,63,70,80,2,6,no,information security,database security,data engineering,cloud computing,higherstudies,yes,Management,yes,Web Developer
93,64,87,66,60,91,9,3,no,app development,game development,networks,Business process analyst,higherstudies,yes,Technical,no,Web Developer
94,90,77,60,63,71,2,5,no,shell programming,system designing,parallel computing,system developer,higherstudies,no,Management,no,Web Developer
65,68,63,72,90,60,1,3,no,information security,web technologies,data engineering,testing,job,no,Technical,yes,Web Developer
69,74,71,88,67,93,2,4,no,distro making,system designing,data engineering,developer,job,no,Management,no,Web Developer
72,70,79,92,70,76,3,1,no,app development,testing,IOT,developer,job,no,Management,yes,Web Developer
65,83,87,70,67,80,2,0,yes,r programming,game development,programming,security,higherstudies,yes,Management,yes,Web Developer
63,90,65,94,67,78,9,5,no,machine learning,data science,networks,system developer,higherstudies,no,Management,no,Web Developer
93,89,88,85,65,89,8,1,yes,information security,testing,data engineering,cloud computing,job,yes,Technical,no,Web Developer
66,78,61,77,82,71,6,4,yes,full stack,data science,Computer Architecture,system developer,job,no,Management,yes,Web Developer
61,92,75,66,79,89,6,1,no,machine learning,data science,Management,cloud computing,job,yes,Management,no,Web Developer
83,72,74,93,67,87,4,0,yes,distro making,data science,Software Engineering,developer,higherstudies,yes,Technical,yes,Web Developer
69,77,81,77,77,69,2,4,no,machine learning,testing,cloud computing,testing,job,no,Management,no,Web Developer
67,72,68,78,65,64,1,3,no,machine learning,testing,parallel computing,developer,higherstudies,yes,Management,no,Web Developer
72,66,66,63,75,60,7,4,no,machine learning,database security,data engineering,cloud computing,job,yes,Management,no,Web Developer
81,73,67,93,80,67,1,3,yes,machine learning,data science,Computer Architecture,security,higherstudies,no,Technical,no,Web Developer
83,87,84,69,64,71,7,4,no,python,system designing,IOT,testing,higherstudies,no,Management,yes,Web Developer
86,93,66,83,62,90,8,3,no,hadoop,cloud computing,cloud computing,Business process analyst,higherstudies,no,Technical,yes,Web Developer
86,72,94,84,80,76,5,6,no,information security,web technologies,Management,developer,higherstudies,no,Management,yes,Web Developer
75,69,71,64,61,63,1,4,yes,information security,data science,programming,system developer,higherstudies,yes,Management,yes,Web Developer
92,93,86,69,66,70,3,4,yes,distro making,web technologies,Computer Architecture,Business process analyst,job,no,Technical,no,Web Developer
80,70,93,89,70,62,8,5,no,r programming,system designing,networks,Business process analyst,job,yes,Technical,yes,Web Developer
68,94,94,76,89,93,7,1,yes,shell programming,data science,programming,cloud computing,job,yes,Management,no,Web Developer
78,72,83,61,62,92,3,2,no,distro making,cloud computing,IOT,testing,higherstudies,yes,Management,yes,Web Developer
91,91,79,83,65,89,2,2,no,app development,testing,Computer Architecture,developer,higherstudies,no,Technical,yes,Web Developer
85,79,82,70,84,65,2,3,no,information security,data science,Computer Architecture,developer,job,yes,Management,no,Web Developer
82,89,87,76,93,80,8,5,yes,full stack,game development,hacking,system developer,job,yes,Management,yes,Web Developer
86,92,60,90,91,66,5,5,no,information security,cloud computing,programming,system developer,higherstudies,yes,Management,no,Web Developer
87,78,65,81,91,80,9,1,no,hadoop,system designing,Management,system developer,job,no,Technical,no,Web Developer
82,93,60,90,87,71,5,1,no,shell programming,game development,Management,cloud computing,job,yes,Technical,no,Web Developer
85,89,62,72,61,82,3,6,yes,distro making,hacking,programming,testing,higherstudies,yes,Management,yes,Web Developer
86,91,68,81,67,68,4,0,yes,full stack,testing,cloud computing,Business process analyst,higherstudies,no,Technical,yes,Web Developer
78,76,91,80,82,87,2,5,no,information security,game development,IOT,security,higherstudies,no,Management,yes,Web Developer
78,63,65,75,66,67,6,2,yes,information security,data science,data engineering,developer,job,no,Management,no,Web Developer
71,68,66,73,71,87,5,6,no,full stack,database security,cloud computing,testing,higherstudies,yes,Management,no,Web Developer
73,78,76,60,64,67,8,3,yes,full stack,web technologies,Software Engineering,testing,job,yes,Management,no,Web Developer
85,90,76,92,78,66,5,4,yes,information security,hacking,networks,security,higherstudies,yes,Management,no,Web Developer
72,76,78,60,80,83,7,2,no,app development,hacking,programming,testing,higherstudies,yes,Management,yes,Web Developer
79,84,88,82,87,94,5,3,no,r programming,testing,cloud computing,cloud computing,higherstudies,no,Management,yes,Web Developer
68,92,84,83,80,81,5,5,yes,app development,game development,programming,system developer,higherstudies,yes,Management,no,Web Developer
85,64,93,87,84,91,5,5,no,python,testing,data engineering,system developer,higherstudies,no,Management,yes,Web Developer
62,86,63,77,78,71,2,5,no,shell programming,database security,data engineering,system developer,job,no,Management,yes,Web Developer
89,73,84,81,81,87,4,3,yes,app development,testing,Management,testing,higherstudies,no,Technical,no,Web Developer
72,75,68,75,69,94,9,4,no,hadoop,web technologies,IOT,Business process analyst,job,yes,Management,yes,Web Developer
82,69,61,67,92,85,9,0,no,r programming,web technologies,cloud computing,cloud computing,job,no,Technical,yes,Web Developer
81,65,84,85,65,76,3,2,no,machine learning,system designing,data engineering,security,job,no,Management,yes,Web Developer
89,69,70,67,93,78,7,6,no,hadoop,cloud computing,IOT,system developer,job,yes,Management,no,Web Developer
79,87,76,70,72,70,3,4,no,information security,system designing,hacking,cloud computing,job,no,Technical,yes,Web Developer
62,85,77,61,86,65,8,6,no,shell programming,data science,Software Engineering,security,higherstudies,no,Management,no,Web Developer
64,94,67,62,85,72,5,6,no,shell programming,game development,parallel computing,security,job,yes,Management,yes,Web Developer
65,93,81,63,83,69,7,3,no,information security,hacking,IOT,security,job,no,Management,no,Web Developer
77,79,72,66,89,68,8,0,no,distro making,system designing,parallel computing,security,job,yes,Technical,no,Web Developer
77,83,71,68,66,83,4,5,yes,app development,cloud computing,hacking,Business process analyst,higherstudies,yes,Technical,yes,Web Developer
66,69,70,87,60,61,5,3,no,python,data science,programming,cloud computing,job,no,Management,yes,Web Developer
89,69,87,88,66,87,4,0,yes,full stack,testing,programming,developer,job,yes,Technical,no,Web Developer
93,79,72,68,92,93,8,1,no,r programming,game development,IOT,testing,job,no,Technical,yes,Web Developer
67,84,80,69,91,87,4,0,yes,r programming,database security,Computer Architecture,testing,higherstudies,no,Technical,yes,Web Developer
60,89,92,75,94,74,4,5,no,full stack,data science,programming,system developer,higherstudies,yes,Management,yes,Web Developer
74,70,74,91,73,87,8,0,no,machine learning,cloud computing,hacking,developer,higherstudies,no,Technical,yes,Web Developer
67,66,89,69,65,76,6,1,no,shell programming,web technologies,data engineering,security,job,no,Technical,yes,Web Developer
63,81,88,71,76,60,2,6,no,shell programming,web technologies,cloud computing,cloud computing,job,no,Management,no,Web Developer
74,69,78,93,84,78,2,1,yes,machine learning,web technologies,data engineering,cloud computing,higherstudies,no,Management,no,Web Developer
71,83,77,71,89,65,7,0,no,python,web technologies,data engineering,developer,job,no,Management,no,Web Developer
